"id","original_code","error_type","error_message","error_line","target_action","fixed_code","complexity"
"29006","let min = 0;
while (min < 99 {
    print(min);
    min = min + 1;
}","Syntactic","Expected ')'","2","INSERT_RPAREN","let min = 0;
while (min < 99) {
    print(min);
    min = min + 1;
}","medium"
"29007","let flag = [10, 20, 30, 40, 50];
let player = 30;
let name = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (flag[i] == player {
        name = 1;
    }
}
if (name == 1) {
    print(""Found"");
} else {
    print(""Not Found"");
}","Syntactic","Expected ')'","5","INSERT_RPAREN","let flag = [10, 20, 30, 40, 50];
let player = 30;
let name = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (flag[i] == player) {
        name = 1;
    }
}
if (name == 1) {
    print(""Found"");
} else {
    print(""Not Found"");
}","long"
"29008","let max = 5;
let target = max + 2;
print(""hello);","Lexical","Unterminated string","3","INSERT_QUOTE","let max = 5;
let target = max + 2;
print(""hello"");","short"
"29009","let arr = [3, 7, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j]@;
    }
}
let index = max;
print(index);
if (index == 0) {
    print(""Zero"");
}","Lexical","Unexpected character '@'","5","DELETE_CHAR_AT_INDEX","let arr = [3, 7, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let index = max;
print(index);
if (index == 0) {
    print(""Zero"");
}","long"
"29010","let target = 20;
let arr = 0;
while (arr < target) {
    arr = arr + 1;

print(arr);","Syntactic","Expected '}' to close block","5","INSERT_RBRACE","let target = 20;
let arr = 0;
while (arr < target) {
    arr = arr + 1;
}
print(arr);","medium"
"29011","let target = [10, 20, 30, 40, 50];
let result = 30;
let score = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (target[i] == result) {
        score = 1;
    }
}
if (score == 1) {
    print(""Found"");
 else {
    print(""Not Found"");
}","Syntactic","Expected '}' to close block","11","INSERT_RBRACE","let target = [10, 20, 30, 40, 50];
let result = 30;
let score = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (target[i] == result) {
        score = 1;
    }
}
if (score == 1) {
    print(""Found"");
} else {
    print(""Not Found"");
}","long"
"29012","let sum = 0;
sum[0] = 1;
while (sum < 3) {
    print(sum);
    sum = sum + 1;
}","Semantic","'sum' is not an array","2","MAKE_ARRAY","let sum = [0, 0];
sum[0] = 1;
while (sum < 3) {
    print(sum);
    sum = sum + 1;
}","medium"
"29013","x = 100;
print(x);","Semantic","Variable 'x' used before declaration","1","PREPEND_LET","let x = 100;
print(x);","short"
"29014","let k = 0;
while (k < 10) {
    for (let k = 0; k < 15; k = k + 1) {
        print(k);
    }
    k = k + 1;

print(k);","Syntactic","Expected '}' to close block","7","INSERT_RBRACE","let k = 0;
while (k < 10) {
    for (let k = 0; k < 15; k = k + 1) {
        print(k);
    }
    k = k + 1;
}
print(k);","medium"
"29015","let arr = 1;
let size = arr + 20;
print(""hello);","Lexical","Unterminated string","3","INSERT_QUOTE","let arr = 1;
let size = arr + 20;
print(""hello"");","short"
"29016","for (temp = 0; temp < 10; temp = temp + 1) {
    let player = temp * 100;
    print(player);
}","Semantic","Variable 'temp' used before declaration","1","PREPEND_LET","for (let temp = 0; temp < 10; temp = temp + 1) {
    let player = temp * 100;
    print(player);
}","medium"
"29017","for (let found = 0; found < 100; found = found + 1) {
    if (found > 2) {
        print(found)
    }
}","Syntactic","Expected ';' after print statement","3","INSERT_SEMICOLON","for (let found = 0; found < 100; found = found + 1) {
    if (found > 2) {
        print(found);
    }
}","medium"
"29018","for (let player = 0; player < 42; player = player + 1) {
    if (player > 2) {
        print(player)
    }
}","Syntactic","Expected ';' after print statement","3","INSERT_SEMICOLON","for (let player = 0; player < 42; player = player + 1) {
    if (player > 2) {
        print(player);
    }
}","medium"
"29019","let arr = [20, 10, 0, 5, 9];
let max = 0;
for (let j = 0&; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let y = max;
print(y);
if (y == 0) {
    print(""Zero"");
}","Lexical","Unexpected character '&'","3","DELETE_CHAR_AT_INDEX","let arr = [20, 10, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let y = max;
print(y);
if (y == 0) {
    print(""Zero"");
}","long"
"29020","let name = 10;
if (name > 0) {
    print(name)
}","Syntactic","Expected ';' after print statement","3","INSERT_SEMICOLON","let name = 10;
if (name > 0) {
    print(name);
}","medium"
"29021","let found = 20;
if (found > 5 {
    let limit = found * 2;
    print(limit);
} else {
    print(found);
}","Syntactic","Expected ')'","2","INSERT_RPAREN","let found = 20;
if (found > 5) {
    let limit = found * 2;
    print(limit);
} else {
    print(found);
}","medium"
"29022","let arr = [10, 5, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let flag = max;
print(flag);
if (flag == 0) {
    print(""Zero"");
","Syntactic","Expected '}' to close block","12","INSERT_RBRACE","let arr = [10, 5, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let flag = max;
print(flag);
if (flag == 0) {
    print(""Zero"");
}","long"
"29023","let limit = 0;
let target = 10;
let sum = 0;
while (limit < target) {
    if (limit > 5) {
        sum = sum + limit;
    } else {
        sum = sum + target;
    }^
    limit = limit + 1;
}
print(sum);","Lexical","Unexpected character '^'","9","DELETE_CHAR_AT_INDEX","let limit = 0;
let target = 10;
let sum = 0;
while (limit < target) {
    if (limit > 5) {
        sum = sum + limit;
    } else {
        sum = sum + target;
    }
    limit = limit + 1;
}
print(sum);","long"
"29024","for (let size = 0; size < 10; size = size + 1) {
for (let size = 0; size < 10; size = size + 1) {
    let total = size * 15;
    print(total);
}","Semantic","Variable 'size' already declared","2","REMOVE_LET_OR_RENAME","for (let size = 0; size < 10; size = size + 1) {
for (size = 0; size < 10; size = size + 1) {
    let total = size * 15;
    print(total);
}","medium"
"29025","let x = 7;
let x = 7;
let target = x * 2;
print(target);","Semantic","Variable 'x' already declared","2","REMOVE_LET_OR_RENAME","let x = 7;
x = 7;
let target = x * 2;
print(target);","medium"
"29026","let arr = [10, 20, 30, 40, 50];
let i = 30;
let temp = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (arr[i] == i) {
        temp = 1;
    }
}
if (temp == 1) {
    print(""Found"")
} else {
    print(""Not Found"");
}","Syntactic","Expected ';' after print statement","10","INSERT_SEMICOLON","let arr = [10, 20, 30, 40, 50];
let i = 30;
let temp = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (arr[i] == i) {
        temp = 1;
    }
}
if (temp == 1) {
    print(""Found"");
} else {
    print(""Not Found"");
}","long"
"29027","let size = 0;
while (size < 42) {
    for (let k = 0; k < 2; k = k + 1) {
        print(k;
    }
    size = size + 1;
}
print(size);","Syntactic","Expected ')'","4","INSERT_RPAREN","let size = 0;
while (size < 42) {
    for (let k = 0; k < 2; k = k + 1) {
        print(k);
    }
    size = size + 1;
}
print(size);","medium"
"29028","let value = 15;
let flag = 0;
while (flag < value) {
    flag = flag + 1;
}
print(flag;","Syntactic","Expected ')'","6","INSERT_RPAREN","let value = 15;
let flag = 0;
while (flag < value) {
    flag = flag + 1;
}
print(flag);","medium"
"29029","let n = 15;
n[0] = 1;
let result = n * 2;
print(result);","Semantic","'n' is not an array","2","MAKE_ARRAY","let n = [0, 0];
n[0] = 1;
let result = n * 2;
print(result);","medium"
"29030","let min = 10;
if (min > 0) {
    print(min);
","Syntactic","Expected '}' to close block","4","INSERT_RBRACE","let min = 10;
if (min > 0) {
    print(min);
}","short"
"29031","let i = 7;
print(""hello);
print(limit);","Lexical","Unterminated string","2","INSERT_QUOTE","let i = 7;
print(""hello"");
print(limit);","short"
"29032","let result = [10, 20, 30, 40, 50];
let index = 30;
let min = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (result[i] == index) {
        min = 1;
    }
}
if (min == 1) {
    print(""Found"");
} else {
    print(""Not Found"");
print(""hello);","Lexical","Unterminated string","13","INSERT_QUOTE","let result = [10, 20, 30, 40, 50];
let index = 30;
let min = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (result[i] == index) {
        min = 1;
    }
}
if (min == 1) {
    print(""Found"");
} else {
    print(""Not Found"");
print(""hello"");","long"
"29033","let data = 0;
let count = 10;
let sum = 0;
while (data < count) {
    if (data > 5) {
        sum = sum + data;
    } else {
        sum = sum + count;
    }
    data = data + 1;
}
print(sum;","Syntactic","Expected ')'","12","INSERT_RPAREN","let data = 0;
let count = 10;
let sum = 0;
while (data < count) {
    if (data > 5) {
        sum = sum + data;
    } else {
        sum = sum + count;
    }
    data = data + 1;
}
print(sum);","long"
"29034","let sum = 3;
sum[0] = 1;
if (sum < 5) {
    print(""low"");
} else {
    print(""high"");
}","Semantic","'sum' is not an array","2","MAKE_ARRAY","let sum = [0, 0];
sum[0] = 1;
if (sum < 5) {
    print(""low"");
} else {
    print(""high"");
}","medium"
"29035","let x = 1;
let k = x + 100;
print(k)","Syntactic","Expected ';' after print statement","3","INSERT_SEMICOLON","let x = 1;
let k = x + 100;
print(k);","short"
"29036","let arr = [20, 10, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
print(""hello);
    }
}
let total = max;
print(total);
if (total == 0) {
    print(""Zero"");
}","Lexical","Unterminated string","5","INSERT_QUOTE","let arr = [20, 10, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
print(""hello"");
    }
}
let total = max;
print(total);
if (total == 0) {
    print(""Zero"");
}","long"
"29037","let flag = 0;
let flag = 0;
while (flag < 2) {
    for (let k = 0; k < 99; k = k + 1) {
        print(k);
    }
    flag = flag + 1;
}
print(flag);","Semantic","Variable 'flag' already declared","2","REMOVE_LET_OR_RENAME","let flag = 0;
flag = 0;
while (flag < 2) {
    for (let k = 0; k < 99; k = k + 1) {
        print(k);
    }
    flag = flag + 1;
}
print(flag);","long"
"29038","min = 7;
print(min);","Semantic","Variable 'min' used before declaration","1","PREPEND_LET","let min = 7;
print(min);","short"
"29039","let max = 99;
if (max < 5) {
print(""hello);
} else {
    print(""high"");
}","Lexical","Unterminated string","3","INSERT_QUOTE","let max = 99;
if (max < 5) {
print(""hello"");
} else {
    print(""high"");
}","medium"
"29040","let k = 42;
let result = k + 2
print(result);","Syntactic","Expected ';' after variable declaration","2","INSERT_SEMICOLON","let k = 42;
let result = k + 2;
print(result);","short"
"29041","for (let i = 0; i < 20; i = i + 1) {
for (let i = 0; i < 20; i = i + 1) {
    if (i > 2) {
        print(i);
    }
}","Semantic","Variable 'i' already declared","2","REMOVE_LET_OR_RENAME","for (let i = 0; i < 20; i = i + 1) {
for (i = 0; i < 20; i = i + 1) {
    if (i > 2) {
        print(i);
    }
}","medium"
"29042","let limit = 0;
while (limit < 0) {
    for (let k = 0; k < 99; k = k + 1) {
        print(k;
    }
    limit = limit + 1;
}
print(limit);","Syntactic","Expected ')'","4","INSERT_RPAREN","let limit = 0;
while (limit < 0) {
    for (let k = 0; k < 99; k = k + 1) {
        print(k);
    }
    limit = limit + 1;
}
print(limit);","medium"
"29043","let result = 10?;
print(result);","Lexical","Unexpected character '?'","1","DELETE_CHAR_AT_INDEX","let result = 10;
print(result);","short"
"29044","let sum = 7
let min = sum + 10;
print(min);","Syntactic","Expected ';' after variable declaration","1","INSERT_SEMICOLON","let sum = 7;
let min = sum + 10;
print(min);","short"
"29045","let index = 0;
while (index < 10) {
    for (let k = 0; k < 15; k = k + 1) {
        print(k);
    
    index = index + 1;
}
print(index);","Syntactic","Expected '}' to close block","5","INSERT_RBRACE","let index = 0;
while (index < 10) {
    for (let k = 0; k < 15; k = k + 1) {
        print(k);
    }
    index = index + 1;
}
print(index);","medium"
"29046","print(""hello);
print(y[1]);","Lexical","Unterminated string","1","INSERT_QUOTE","print(""hello"");
print(y[1]);","short"
"29047","let j = 0;
while (j < 1) {
    for (let k = 0; k < 0; k = k + 1) {
        print(k);
    
    j = j + 1;
}
print(j);","Syntactic","Expected '}' to close block","5","INSERT_RBRACE","let j = 0;
while (j < 1) {
    for (let k = 0; k < 0; k = k + 1) {
        print(k);
    }
    j = j + 1;
}
print(j);","medium"
"29048","let found = 10;
print(""hello);
print(data);","Lexical","Unterminated string","2","INSERT_QUOTE","let found = 10;
print(""hello"");
print(data);","short"
"29049","let y = [10, 20, 30, 40, 50]
let limit = 30;
let sum = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (y[i] == limit) {
        sum = 1;
    }
}
if (sum == 1) {
    print(""Found"");
} else {
    print(""Not Found"");
}","Syntactic","Expected ';' after variable declaration","1","INSERT_SEMICOLON","let y = [10, 20, 30, 40, 50];
let limit = 30;
let sum = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (y[i] == limit) {
        sum = 1;
    }
}
if (sum == 1) {
    print(""Found"");
} else {
    print(""Not Found"");
}","long"
"29050","for (let name = 0; name < 10; name = name + 1) {
    let count = name * 42
    print(count);
}","Syntactic","Expected ';' after variable declaration","2","INSERT_SEMICOLON","for (let name = 0; name < 10; name = name + 1) {
    let count = name * 42;
    print(count);
}","medium"
"29051","print(""hello);
print(result);","Lexical","Unterminated string","1","INSERT_QUOTE","print(""hello"");
print(result);","short"
"29052","let sum = 0;
for (let i = 0; i < 2; i = i + 1) {
    for (let j = 0; j < 7; j = j + 1 {
        sum = sum + 1;
    }
}
print(sum);","Syntactic","Expected ')'","3","INSERT_RPAREN","let sum = 0;
for (let i = 0; i < 2; i = i + 1) {
    for (let j = 0; j < 7; j = j + 1) {
        sum = sum + 1;
    }
}
print(sum);","medium"
"29053","let arr = [42, 42, 0, 5, 9];
let max = 0;
max[0] = 1;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let found = max;
print(found);
if (found == 0) {
    print(""Zero"");
}","Semantic","'max' is not an array","3","MAKE_ARRAY","let arr = [42, 42, 0, 5, 9];
let max = [0, 0];
max[0] = 1;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let found = max;
print(found);
if (found == 0) {
    print(""Zero"");
}","long"
"29054","let size = 2;
let min = size * 2;
print(""hello);","Lexical","Unterminated string","3","INSERT_QUOTE","let size = 2;
let min = size * 2;
print(""hello"");","short"
"29055","let size = 5;
size[0] = 1;
let x = size + 15;
print(x);","Semantic","'size' is not an array","2","MAKE_ARRAY","let size = [0, 0];
size[0] = 1;
let x = size + 15;
print(x);","medium"
"29056","let name = 10;
if (name > 5) {
    let player = name * 2;
    print(player);
} else {
    print(name);
","Syntactic","Expected '}' to close block","7","INSERT_RBRACE","let name = 10;
if (name > 5) {
    let player = name * 2;
    print(player);
} else {
    print(name);
}","medium"
"29057","let player = 20;
let player = 20;
let temp = player + 10;
print(temp);","Semantic","Variable 'player' already declared","2","REMOVE_LET_OR_RENAME","let player = 20;
player = 20;
let temp = player + 10;
print(temp);","medium"
"29058","let flag = 0
while (flag < 3) {
    if (flag > 3) {
        print(flag);
    }
    flag = flag + 1;
}","Syntactic","Expected ';' after variable declaration","1","INSERT_SEMICOLON","let flag = 0;
while (flag < 3) {
    if (flag > 3) {
        print(flag);
    }
    flag = flag + 1;
}","medium"
"29059","count = 1;
if (count > 0) {
    print(count);
}","Semantic","Variable 'count' used before declaration","1","PREPEND_LET","let count = 1;
if (count > 0) {
    print(count);
}","medium"
"29060","let i = 7;
print(i)","Syntactic","Expected ';' after print statement","2","INSERT_SEMICOLON","let i = 7;
print(i);","short"
"29061","let temp = 0;
while (temp < 7) {
    print(temp);
    temp = temp + 1;
}@","Lexical","Unexpected character '@'","5","DELETE_CHAR_AT_INDEX","let temp = 0;
while (temp < 7) {
    print(temp);
    temp = temp + 1;
}","medium"
"29062","let count = 5;
let count = 5;
let max = count * 2;
print(max);","Semantic","Variable 'count' already declared","2","REMOVE_LET_OR_RENAME","let count = 5;
count = 5;
let max = count * 2;
print(max);","medium"
"29063","let k = [10, 20, 30, 40, 50];
let x = 30;
let min = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (k[i] == x) {
        min = 1
    }
}
if (min == 1) {
    print(""Found"");
} else {
    print(""Not Found"");
}","Syntactic","Expected ';' after assignment","6","INSERT_SEMICOLON","let k = [10, 20, 30, 40, 50];
let x = 30;
let min = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (k[i] == x) {
        min = 1;
    }
}
if (min == 1) {
    print(""Found"");
} else {
    print(""Not Found"");
}","long"
"29064","let index = 0;
while (index < 20) {
    if (index > 3) {
        print(index)
    }
    index = index + 1;
}","Syntactic","Expected ';' after print statement","4","INSERT_SEMICOLON","let index = 0;
while (index < 20) {
    if (index > 3) {
        print(index);
    }
    index = index + 1;
}","medium"
"29065","let limit = 15;
if (limit > 5) {
    let arr = limit * 2;
    print(arr;
} else {
    print(limit);
}","Syntactic","Expected ')'","4","INSERT_RPAREN","let limit = 15;
if (limit > 5) {
    let arr = limit * 2;
    print(arr);
} else {
    print(limit);
}","medium"
"29066","let score = 100;
print(""hello);","Lexical","Unterminated string","2","INSERT_QUOTE","let score = 100;
print(""hello"");","short"
"29067","let score = 5;
if (score < 5) {&
    print(""low"");
} else {
    print(""high"");
}","Lexical","Unexpected character '&'","2","DELETE_CHAR_AT_INDEX","let score = 5;
if (score < 5) {
    print(""low"");
} else {
    print(""high"");
}","medium"
"29068","let arr = 0;
let limit = 10;
let sum = 0;
while (arr < limit) {
    if (arr > 5) {
        sum = sum + arr;
    } else {
        sum = sum + limit^;
    }
    arr = arr + 1;
}
print(sum);","Lexical","Unexpected character '^'","8","DELETE_CHAR_AT_INDEX","let arr = 0;
let limit = 10;
let sum = 0;
while (arr < limit) {
    if (arr > 5) {
        sum = sum + arr;
    } else {
        sum = sum + limit;
    }
    arr = arr + 1;
}
print(sum);","long"
"29069","index = [10, 20, 30, 40, 50];
let j = 30;
let flag = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (index[i] == j) {
        flag = 1;
    }
}
if (flag == 1) {
    print(""Found"");
} else {
    print(""Not Found"");
}","Semantic","Variable 'index' used before declaration","1","PREPEND_LET","let index = [10, 20, 30, 40, 50];
let j = 30;
let flag = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (index[i] == j) {
        flag = 1;
    }
}
if (flag == 1) {
    print(""Found"");
} else {
    print(""Not Found"");
}","long"
"29070","let found = 100;
found[0] = 1;
let index = 0;
while (index < found) {
    index = index + 1;
}
print(index);","Semantic","'found' is not an array","2","MAKE_ARRAY","let found = [0, 0];
found[0] = 1;
let index = 0;
while (index < found) {
    index = index + 1;
}
print(index);","medium"
"29071","let name = 0;
let name = 0;
while (name < 3) {
    if (name > 3) {
        print(name);
    }
    name = name + 1;
}","Semantic","Variable 'name' already declared","2","REMOVE_LET_OR_RENAME","let name = 0;
name = 0;
while (name < 3) {
    if (name > 3) {
        print(name);
    }
    name = name + 1;
}","medium"
"29072","let target = 42;
let index = 0;
while (index < target) {
    index = index + 1;

print(index);","Syntactic","Expected '}' to close block","5","INSERT_RBRACE","let target = 42;
let index = 0;
while (index < target) {
    index = index + 1;
}
print(index);","medium"
"29073","sum = 20;
if (sum > 0) {
    print(sum);
}","Semantic","Variable 'sum' used before declaration","1","PREPEND_LET","let sum = 20;
if (sum > 0) {
    print(sum);
}","medium"
"29074","let y = 99
let limit = y + 10;
print(limit);","Syntactic","Expected ';' after variable declaration","1","INSERT_SEMICOLON","let y = 99;
let limit = y + 10;
print(limit);","short"
"29075","let flag = [20, 5, 0]
print(flag[1]);","Syntactic","Expected ';' after variable declaration","1","INSERT_SEMICOLON","let flag = [20, 5, 0];
print(flag[1]);","short"
"29076","let found = 100;
found[0] = 1;
print(found);","Semantic","'found' is not an array","2","MAKE_ARRAY","let found = [0, 0];
found[0] = 1;
print(found);","short"
"29077","let value = 5;
value[0] = 1;
let min = 15;
if (value > min) {
    print(""greater"");
    value = value - 1;
} else {
    if (value == min) {
        print(""equal"");
    } else {
        print(""less"");
    }
}
print(value);","Semantic","'value' is not an array","2","MAKE_ARRAY","let value = [0, 0];
value[0] = 1;
let min = 15;
if (value > min) {
    print(""greater"");
    value = value - 1;
} else {
    if (value == min) {
        print(""equal"");
    } else {
        print(""less"");
    }
}
print(value);","long"
"29078","for (let y = 0; y < 3; y = y + 1) {
    if (y > 2) {&
        print(y);
    }
}","Lexical","Unexpected character '&'","2","DELETE_CHAR_AT_INDEX","for (let y = 0; y < 3; y = y + 1) {
    if (y > 2) {
        print(y);
    }
}","medium"
"29079","let index = 100;
print(index;","Syntactic","Expected ')'","2","INSERT_RPAREN","let index = 100;
print(index);","short"
"29080","let temp = 0;
while (temp < 15) {
    if (temp > 3) {
        print(temp);
print(""hello);
    temp = temp + 1;
}","Lexical","Unterminated string","5","INSERT_QUOTE","let temp = 0;
while (temp < 15) {
    if (temp > 3) {
        print(temp);
print(""hello"");
    temp = temp + 1;
}","medium"
"29081","let size = 3
print(size);","Syntactic","Expected ';' after variable declaration","1","INSERT_SEMICOLON","let size = 3;
print(size);","short"
"29082","let found = 99;
if (found < 5) {
    print(""low"")^;
} else {
    print(""high"");
}","Lexical","Unexpected character '^'","3","DELETE_CHAR_AT_INDEX","let found = 99;
if (found < 5) {
    print(""low"");
} else {
    print(""high"");
}","medium"
"29083","let y = 15;
let y = 15;
let k = 10;
if (y > k) {
    print(""greater"");
    y = y - 1;
} else {
    if (y == k) {
        print(""equal"");
    } else {
        print(""less"");
    }
}
print(y);","Semantic","Variable 'y' already declared","2","REMOVE_LET_OR_RENAME","let y = 15;
y = 15;
let k = 10;
if (y > k) {
    print(""greater"");
    y = y - 1;
} else {
    if (y == k) {
        print(""equal"");
    } else {
        print(""less"");
    }
}
print(y);","long"
"29084","let max = 20;
let arr = max + 99;
print(arr)","Syntactic","Expected ';' after print statement","3","INSERT_SEMICOLON","let max = 20;
let arr = max + 99;
print(arr);","short"
"29085","let index = 0;
while (index < 5) {
    for (let k = 0; k < 99; k = k + 1) {
        print(k);
    
    index = index + 1;
}
print(index);","Syntactic","Expected '}' to close block","5","INSERT_RBRACE","let index = 0;
while (index < 5) {
    for (let k = 0; k < 99; k = k + 1) {
        print(k);
    }
    index = index + 1;
}
print(index);","medium"
"29086","let arr = 1;
let result = arr + 0;
print(result;","Syntactic","Expected ')'","3","INSERT_RPAREN","let arr = 1;
let result = arr + 0;
print(result);","short"
"29087","let y = 15&;
if (y > 5) {
    let max = y * 2;
    print(max);
} else {
    print(y);
}","Lexical","Unexpected character '&'","1","DELETE_CHAR_AT_INDEX","let y = 15;
if (y > 5) {
    let max = y * 2;
    print(max);
} else {
    print(y);
}","medium"
"29088","let sum = 20;
sum[0] = 1;
let total = sum * 2;
print(total);","Semantic","'sum' is not an array","2","MAKE_ARRAY","let sum = [0, 0];
sum[0] = 1;
let total = sum * 2;
print(total);","medium"
"29089","let i = 0;
let y = 10;
let sum = 0;
while (i < y) {
    if (i > 5 {
        sum = sum + i;
    } else {
        sum = sum + y;
    }
    i = i + 1;
}
print(sum);","Syntactic","Expected ')'","5","INSERT_RPAREN","let i = 0;
let y = 10;
let sum = 0;
while (i < y) {
    if (i > 5) {
        sum = sum + i;
    } else {
        sum = sum + y;
    }
    i = i + 1;
}
print(sum);","long"
"29090","let i = 7;
i[0] = 1;
let k = i * 2;
print(k);","Semantic","'i' is not an array","2","MAKE_ARRAY","let i = [0, 0];
i[0] = 1;
let k = i * 2;
print(k);","medium"
"29091","let target = 0;
while (target < 10) {
    print(target)
    target = target + 1;
}","Syntactic","Expected ';' after print statement","3","INSERT_SEMICOLON","let target = 0;
while (target < 10) {
    print(target);
    target = target + 1;
}","medium"
"29092","let y = 99;
if (y > 0) {#
    print(y);
}","Lexical","Unexpected character '#'","2","DELETE_CHAR_AT_INDEX","let y = 99;
if (y > 0) {
    print(y);
}","medium"
"29093","let temp = 42;
let sum = temp + 1;
print(sum;","Syntactic","Expected ')'","3","INSERT_RPAREN","let temp = 42;
let sum = temp + 1;
print(sum);","short"
"29094","let player = 100;
if (player > 0) {
    print(player);
","Syntactic","Expected '}' to close block","4","INSERT_RBRACE","let player = 100;
if (player > 0) {
    print(player);
}","short"
"29095","let i = 3;
print(""hello);
    let max = i * 2;
    print(max);
} else {
    print(i);
}","Lexical","Unterminated string","2","INSERT_QUOTE","let i = 3;
print(""hello"");
    let max = i * 2;
    print(max);
} else {
    print(i);
}","medium"
"29096","y = 0;
let i = y + 3;
print(i);","Semantic","Variable 'y' used before declaration","1","PREPEND_LET","let y = 0;
let i = y + 3;
print(i);","short"
"29097","let j = 42;
j[0] = 1;
let k = 3;
if (j > k) {
    print(""greater"");
    j = j - 1;
} else {
    if (j == k) {
        print(""equal"");
    } else {
        print(""less"");
    }
}
print(j);","Semantic","'j' is not an array","2","MAKE_ARRAY","let j = [0, 0];
j[0] = 1;
let k = 3;
if (j > k) {
    print(""greater"");
    j = j - 1;
} else {
    if (j == k) {
        print(""equal"");
    } else {
        print(""less"");
    }
}
print(j);","long"
"29098","let found = 42;
let y = 0;
print(""hello);
    y = y + 1;
}
print(y);","Lexical","Unterminated string","3","INSERT_QUOTE","let found = 42;
let y = 0;
print(""hello"");
    y = y + 1;
}
print(y);","medium"
"29099","print(""hello);
let score = 0;
while (score < target) {
    score = score + 1;
}
print(score);","Lexical","Unterminated string","1","INSERT_QUOTE","print(""hello"");
let score = 0;
while (score < target) {
    score = score + 1;
}
print(score);","medium"
"29100","max = 100;
if (max > 0) {
    print(max);
}","Semantic","Variable 'max' used before declaration","1","PREPEND_LET","let max = 100;
if (max > 0) {
    print(max);
}","medium"
"29101","let sum = 7;
let sum = 7;
if (sum > 0) {
    print(sum);
}","Semantic","Variable 'sum' already declared","2","REMOVE_LET_OR_RENAME","let sum = 7;
sum = 7;
if (sum > 0) {
    print(sum);
}","medium"
"29102","let temp = 20;
let y = temp + 10;
print(y;","Syntactic","Expected ')'","3","INSERT_RPAREN","let temp = 20;
let y = temp + 10;
print(y);","short"
"29103","let result = 0;
while (result < 0) {~
    for (let k = 0; k < 99; k = k + 1) {
        print(k);
    }
    result = result + 1;
}
print(result);","Lexical","Unexpected character '~'","2","DELETE_CHAR_AT_INDEX","let result = 0;
while (result < 0) {
    for (let k = 0; k < 99; k = k + 1) {
        print(k);
    }
    result = result + 1;
}
print(result);","medium"
"29104","let count = 42;
if (count > 0) {
    print(count);
print(""hello);","Lexical","Unterminated string","4","INSERT_QUOTE","let count = 42;
if (count > 0) {
    print(count);
print(""hello"");","medium"
"29105","let target = 7;
if (target > 5) {
    let y = target * 2;
    print(y);
} else {
    print(target;
}","Syntactic","Expected ')'","6","INSERT_RPAREN","let target = 7;
if (target > 5) {
    let y = target * 2;
    print(y);
} else {
    print(target);
}","medium"
"29106","for (let sum = 0; sum < 10; sum = sum + 1) {
print(""hello);
        print(sum);
    }
}","Lexical","Unterminated string","2","INSERT_QUOTE","for (let sum = 0; sum < 10; sum = sum + 1) {
print(""hello"");
        print(sum);
    }
}","medium"
"29107","let max = 42;
max[0] = 1;
if (max > 0) {
    print(max);
}","Semantic","'max' is not an array","2","MAKE_ARRAY","let max = [0, 0];
max[0] = 1;
if (max > 0) {
    print(max);
}","medium"
"29108","let target = 0;
while (target < 7) {
    print(target);
    target = target + 1;
","Syntactic","Expected '}' to close block","5","INSERT_RBRACE","let target = 0;
while (target < 7) {
    print(target);
    target = target + 1;
}","medium"
